Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,
Sports Direct,ADIDAS,1185732,4/26/2021,Midwest,Michigan,Detroit,Camo Pants,40,425,17000,10200,60%,In-store,
Sports Direct,ADIDAS,1185732,4/26/2021,Midwest,Michigan,Detroit,Santiago Lunch Bag,40,425,17000,7990,47%,In-store,
Foot Locker,ADIDAS,1185732,4/26/2021,Midwest,Michigan,Detroit,Santiago Lunch Bag,30,425,12750,8160,64%,In-store,
Foot Locker,ADIDAS,1185732,4/26/2021,Midwest,Michigan,Detroit,Originals Sunglasses OR0013,30,425,12750,6758,53%,In-store,
Foot Locker,ADIDAS,1185732,4/26/2021,Midwest,Missouri,St. Louis,Santiago Lunch Bag,30,425,12750,7013,55%,In-store,
West Gear,ADIDAS,1185732,5/27/2021,West,Utah,Salt Lake City,Santiago Lunch Bag,25,425,10625,5950,56%,In-store,
West Gear,ADIDAS,1185732,5/27/2021,West,Utah,Salt Lake City,Retrorun Shoes,35,425,14875,9966,67%,In-store,
West Gear,ADIDAS,1128299,5/27/2021,West,Oregon,Portland,Classic Superlite No-Show Socks 6 Pairs,70,425,29750,15470,52%,In-store,
West Gear,ADIDAS,1128299,5/27/2021,West,Oregon,Portland,Runner Tee,70,425,29750,20825,70%,In-store,
West Gear,ADIDAS,1128299,5/27/2021,West,Oregon,Portland,Runner Tee,75,425,31875,17531,55%,In-store,
Foot Locker,ADIDAS,1197831,5/27/2021,South,Louisiana,New Orleans,Badge of Sport Tee,35,425,14875,8033,54%,Online,
Sports Direct,ADIDAS,1197831,6/26/2021,West,Idaho,Boise,AEROREADY 3-Stripes 8-Inch Shorts,55,425,23375,12389,53%,Online,
Foot Locker,ADIDAS,1128299,6/26/2021,West,Idaho,Boise,Badge of Sport Tee,30,425,12750,8160,64%,Online,
Foot Locker,ADIDAS,1128299,6/26/2021,West,Idaho,Boise,Cushioned Angle Stripe Low-Cut Socks 6 Pairs,40,425,17000,8500,50%,Online,
Foot Locker,ADIDAS,1128299,6/26/2021,West,Idaho,Boise,Runner Tee,40,425,17000,12070,71%,Online,
Foot Locker,ADIDAS,1128299,6/26/2021,West,Idaho,Boise,Retrorun Shoes,40,425,17000,9350,55%,Online,
Foot Locker,ADIDAS,1128299,6/26/2021,West,Arizona,Phoenix,Relaxed Marble Wash Hat,55,425,23375,12856,55%,Online,
Foot Locker,ADIDAS,1128299,7/25/2021,West,Arizona,Phoenix,Originals Sunglasses OR0032,70,425,29750,16660,56%,Online,
Foot Locker,ADIDAS,1128299,7/25/2021,West,Arizona,Phoenix,Retrorun Shoes,45,425,19125,12623,66%,Online,
Foot Locker,ADIDAS,1128299,7/25/2021,West,Arizona,Phoenix,Runner Tee,60,425,25500,12240,48%,Online,
Foot Locker,ADIDAS,1128299,7/25/2021,West,Arizona,Phoenix,Cushioned X Mid-Crew Socks 3 Pairs,60,425,25500,18360,72%,Online,
Kohl's,ADIDAS,1128299,7/25/2021,West,Arizona,Phoenix,Runner Tee,45,425,19125,9945,52%,Online,
Kohl's,ADIDAS,1128299,7/25/2021,West,Arizona,Phoenix,Indicator Jacket,45,425,19125,10519,55%,Online,
Kohl's,ADIDAS,1128299,8/26/2021,West,Arizona,Phoenix,Relaxed Marble Wash Hat,45,425,19125,10328,54%,Online,
Kohl's,ADIDAS,1128299,8/26/2021,West,Arizona,Phoenix,VFA Backpack,45,425,19125,12814,67%,Online,
Kohl's,ADIDAS,1128299,8/26/2021,West,New Mexico,Albuquerque,X Ghosted.3 Laceless Firm Ground Cleats,60,425,25500,12495,49%,Online,
Kohl's,ADIDAS,1128299,8/26/2021,West,New Mexico,Albuquerque,Essentials Logo Tee (Plus Size),75,425,31875,22950,72%,Online,
Kohl's,ADIDAS,1128299,8/26/2021,West,New Mexico,Albuquerque,Originals Sunglasses OR0032,55,425,23375,13324,57%,Online,
Kohl's,ADIDAS,1128299,8/26/2021,West,New Mexico,Albuquerque,adidas x Zoe Saldana Long Sleeve Tee,50,425,21250,11050,52%,Online,
Kohl's,ADIDAS,1128299,9/27/2021,West,New Mexico,Albuquerque,Zebra Logo Graphic Tee,60,425,25500,14025,55%,Online,
Kohl's,ADIDAS,1128299,9/27/2021,West,New Mexico,Albuquerque,HER Studio London Hoodie,60,425,25500,17085,67%,Online,
Sports Direct,ADIDAS,1128299,9/27/2021,West,New Mexico,Albuquerque,Aggies Long Sleeve Quarter-Zip Knit Sweatshirt,70,425,29750,14280,48%,Online,
Sports Direct,ADIDAS,1128299,9/27/2021,Southeast,Georgia,Atlanta,Adicolor Classics Satin Dress,55,425,23375,16129,69%,Online,
Sports Direct,ADIDAS,1128299,9/27/2021,Southeast,Georgia,Atlanta,Adicolor Oversized Sweatshirt,50,425,21250,11900,56%,Online,
Sports Direct,ADIDAS,1128299,9/27/2021,Southeast,Georgia,Atlanta,R.Y.V. Sling Pack,70,425,29750,15768,53%,Online,
Sports Direct,ADIDAS,1128299,10/26/2021,Southeast,Georgia,Atlanta,adidas Sportswear Future Icons Animal-Print Sweatshirt,55,425,23375,12623,54%,Online,
Amazon,ADIDAS,1185732,10/26/2021,Southeast,North Carolina,Charlotte,Zebra Logo Graphic Tee,30,425,12750,8033,63%,Online,
Amazon,ADIDAS,1185732,10/26/2021,Midwest,Ohio,Columbus,Marimekko Trefoil Infill Cropped Tee,30,425,12750,5993,47%,Online,
Amazon,ADIDAS,1185732,10/26/2021,Midwest,Ohio,Columbus,Adicolor Classics 3-Stripes Windbreaker,40,425,17000,12240,72%,Online,
Amazon,ADIDAS,1185732,10/26/2021,Midwest,Ohio,Columbus,AEROREADY  Designed to Move Sport Camo Logo Tee,30,425,12750,4973,39%,Online,
Amazon,ADIDAS,1185732,10/26/2021,Southeast,Kentucky,Louisville,Zebra Logo Graphic Tee,55,425,23375,9584,41%,Online,
Amazon,ADIDAS,1185732,11/26/2021,Southeast,Kentucky,Louisville,Camo-Print SST Top,50,425,21250,8925,42%,Online,
Foot Locker,ADIDAS,1185732,11/26/2021,Southeast,Kentucky,Louisville,Camo-Print Hoodie,40,425,17000,5610,33%,Online,
Foot Locker,ADIDAS,1185732,11/26/2021,Southeast,Kentucky,Louisville,Short Sleeve Graphic Tee,30,425,12750,4718,37%,Online,
Foot Locker,ADIDAS,1185732,11/26/2021,South,Mississippi,Jackson,Tiro Cargo Pants,25,425,10625,2550,24%,Online,
Foot Locker,ADIDAS,1185732,11/26/2021,South,Mississippi,Jackson,adidas Adventure Ball Cap,35,425,14875,7586,51%,Online,
Sports Direct,ADIDAS,1185732,11/26/2021,South,Mississippi,Jackson,R.Y.V. Toploader Backpack,75,425,31875,10838,34%,Online,
Walmart,ADIDAS,1197831,12/25/2021,South,Arkansas,Little Rock,Flower Camo Box Graphic Tee,45,425,19125,5929,31%,Online,
Walmart,ADIDAS,1197831,12/25/2021,South,Arkansas,Little Rock,adidas Hockey Hoodie,35,425,14875,4760,32%,Online,
Walmart,ADIDAS,1197831,2/26/2021,South,Arkansas,Little Rock,Fast Primeblue Tee,60,425,25500,8925,35%,Online,
Walmart,ADIDAS,1197831,2/26/2021,South,Arkansas,Little Rock,Pacer 3-Stripes Woven Shorts,30,425,12750,3315,26%,Online,
Kohl's,ADIDAS,1197831,2/26/2021,South,Oklahoma,Oklahoma City,Fast Primeblue Tee,60,425,25500,11985,47%,Online,
Kohl's,ADIDAS,1197831,3/25/2021,South,Oklahoma,Oklahoma City,Fast Primeblue Tee,75,425,31875,11475,36%,Online,
Kohl's,ADIDAS,1197831,3/25/2021,Midwest,Kansas,Wichita,Short Piping High-Waist Tights,50,425,21250,5738,27%,Online,
Kohl's,ADIDAS,1197831,3/25/2021,Midwest,Kansas,Wichita,Adicolor Essentials Trefoil Swim Shorts,55,425,23375,7948,34%,Online,
West Gear,ADIDAS,1185732,3/25/2021,Midwest,Indiana,Indianapolis,Marble Logo Graphic Print Hoodie,45,425,19125,6694,35%,In-store,
West Gear,ADIDAS,1185732,3/25/2021,Northeast,West Virginia,Charleston,Supernova+ Shoes,40,425,17000,3740,22%,In-store,
West Gear,ADIDAS,1185732,3/25/2021,Northeast,West Virginia,Charleston,Copa Sense.3 Laceless Firm Ground Cleats,65,425,27625,13813,50%,In-store,
West Gear,ADIDAS,1185732,4/26/2021,Northeast,West Virginia,Charleston,Jacquard Trefoil Crew Socks 2 Pairs,55,425,23375,7714,33%,In-store,
West Gear,ADIDAS,1185732,4/26/2021,Northeast,West Virginia,Charleston,EQ21 Run Shoes,45,425,19125,5355,28%,In-store,
Foot Locker,ADIDAS,1185732,4/26/2021,Northeast,West Virginia,Charleston,EQ21 Run Shoes,35,425,14875,5355,36%,In-store,
West Gear,ADIDAS,1185732,4/26/2021,Northeast,Maryland,Baltimore,X Ghosted.3 Firm Ground Cleats,35,425,14875,5058,34%,In-store,
Sports Direct,ADIDAS,1185732,4/26/2021,Northeast,Maryland,Baltimore,Supernova+ Shoes,50,425,21250,5313,25%,In-store,
Foot Locker,ADIDAS,1185732,4/26/2021,Northeast,Delaware,Wilmington,QT Racer Sport Shoes,50,425,21250,9988,47%,In-store,
Foot Locker,ADIDAS,1185732,5/27/2021,Northeast,Delaware,Wilmington,Supernova+ Shoes,50,425,21250,6800,32%,In-store,
Kohl's,ADIDAS,1185732,5/27/2021,Northeast,Delaware,Wilmington,Choigo Shoes,70,425,29750,8628,29%,In-store,
Kohl's,ADIDAS,1185732,5/27/2021,Northeast,New Jersey,Newark,Daily 3.0 Shoes,55,425,23375,7714,33%,In-store,
Sports Direct,ADIDAS,1185732,5/27/2021,Northeast,Connecticut,Hartford,Daily 3.0 Shoes,60,425,25500,9435,37%,In-store,
Foot Locker,ADIDAS,1185732,5/27/2021,Northeast,Connecticut,Hartford,Choigo Shoes,65,425,27625,6078,22%,In-store,
Foot Locker,ADIDAS,1185732,5/27/2021,Northeast,Connecticut,Hartford,Beach Shorts,35,425,14875,6991,47%,In-store,
Foot Locker,ADIDAS,1185732,6/26/2021,Northeast,Rhode Island,Providence,Five Ten Kestrel Lace Mountain Bike Shoes,35,425,14875,5504,37%,In-store,
Foot Locker,ADIDAS,1185732,6/26/2021,Northeast,Rhode Island,Providence,Mexico Away Jersey,50,425,21250,5950,28%,In-store,
Sports Direct,ADIDAS,1185732,6/26/2021,Northeast,Massachusetts,Boston,Five Ten Hiangle Pro Competition Climbing Shoes,60,425,25500,8670,34%,In-store,
Amazon,ADIDAS,1185732,6/26/2021,Northeast,Vermont,Burlington,Mesh Broken-Stripe Polo Shirt,55,425,23375,7714,33%,In-store,
Amazon,ADIDAS,1185732,6/26/2021,Northeast,Vermont,Burlington,EQT Spikeless Golf Shoes,55,425,23375,5143,22%,In-store,
Amazon,ADIDAS,1185732,6/26/2021,Northeast,Vermont,Burlington,Adicross Hybrid Shorts,75,425,31875,14981,47%,In-store,
Amazon,ADIDAS,1185732,7/25/2021,Northeast,New Hampshire,Manchester,Tiro 21 Windbreaker,70,425,29750,10710,36%,In-store,
Amazon,ADIDAS,1185732,7/25/2021,Northeast,New Hampshire,Manchester,Classic 3-Stripes Swimsuit,60,425,25500,6885,27%,In-store,
Amazon,ADIDAS,1185732,7/25/2021,Northeast,New Hampshire,Manchester,Tiro 21 Windbreaker,70,425,29750,9818,33%,Outlet,
Foot Locker,ADIDAS,1185732,7/25/2021,Northeast,New Hampshire,Manchester,Formotion Sculpt Biker Short Tights,65,425,27625,9116,33%,Outlet,
Foot Locker,ADIDAS,1185732,7/25/2021,Midwest,Nebraska,Omaha,Athletic Cushioned Crew Socks 6 Pairs,40,420,16800,4032,24%,Outlet,
Foot Locker,ADIDAS,1185732,7/25/2021,Midwest,Nebraska,Omaha,Inter Miami CF Home Authentic Jersey,45,420,18900,9261,49%,Outlet,
Foot Locker,ADIDAS,1185732,8/26/2021,Midwest,Illinois,Chicago,Cushioned Mid-Crew Socks 2 Pairs,55,400,22000,8140,37%,Outlet,
Foot Locker,ADIDAS,1185732,8/26/2021,Midwest,Illinois,Chicago,Tour Camo-Print Hat,60,400,24000,7440,31%,Outlet,
Sports Direct,ADIDAS,1197831,8/26/2021,South,Texas,Dallas,Essentials Loose Logo Tank Top,35,400,14000,4620,33%,Outlet,
Sports Direct,ADIDAS,1197831,8/26/2021,South,Texas,Dallas,Essentials Loose Logo Tank Top,40,400,16000,5920,37%,Outlet,
Foot Locker,ADIDAS,1185732,8/26/2021,Northeast,Pennsylvania,Philadelphia,Superstar Shoes,60,400,24000,5520,23%,Outlet,
West Gear,ADIDAS,1128299,8/26/2021,West,Nevada,Las Vegas,Essentials Loose Logo Tank Top,45,400,18000,8820,49%,Outlet,
West Gear,ADIDAS,1128299,9/27/2021,West,Nevada,Las Vegas,Formotion Sculpt Tights,55,400,22000,8140,37%,Outlet,
West Gear,ADIDAS,1128299,9/27/2021,West,Nevada,Las Vegas,Marvel X Ghosted.3 Firm Ground Cleats,55,400,22000,6380,29%,Outlet,
West Gear,ADIDAS,1128299,9/27/2021,West,Nevada,Las Vegas,Pureboost 21 Shoes,65,400,26000,8840,34%,Outlet,
West Gear,ADIDAS,1128299,9/27/2021,West,Nevada,Las Vegas,Lite Racer BYD 2.0 Shoes,65,400,26000,9100,35%,Outlet,
West Gear,ADIDAS,1128299,9/27/2021,West,Nevada,Las Vegas,Adilette Shower Slides,65,400,26000,5720,22%,Outlet,
West Gear,ADIDAS,1128299,9/27/2021,West,Nevada,Las Vegas,Essentials Loose Logo Tank Top,80,400,32000,16640,52%,In-store,
West Gear,ADIDAS,1128299,10/26/2021,West,Nevada,Las Vegas,Conext 21 Mini Ball,60,400,24000,8160,34%,In-store,
West Gear,ADIDAS,1128299,10/26/2021,West,Nevada,Las Vegas,Essentials Logo Dress,70,400,28000,8960,32%,In-store,
West Gear,ADIDAS,1128299,10/26/2021,West,Nevada,Las Vegas,Copa Sense.3 Turf Shoes,60,400,24000,8880,37%,In-store,
West Gear,ADIDAS,1128299,10/26/2021,West,Nevada,Las Vegas,Best Version of Myself Slogan Graphic Tank Top,70,400,28000,9520,34%,In-store,
West Gear,ADIDAS,1128299,10/26/2021,West,Colorado,Denver,Essentials 3-Stripes Full-Zip Hoodie,40,400,16000,4320,27%,In-store,
West Gear,ADIDAS,1128299,10/26/2021,West,Colorado,Denver,Best Version of Myself Slogan Graphic Tank Top,50,400,20000,10000,50%,In-store,
West Gear,ADIDAS,1128299,11/26/2021,West,Colorado,Denver,adidas Sportswear Future Icons Logo Graphic Tee,55,400,22000,7920,36%,In-store,
West Gear,ADIDAS,1128299,11/26/2021,West,Colorado,Denver,FutureNatural Shoes,80,400,32000,9920,31%,In-store,
West Gear,ADIDAS,1128299,11/26/2021,West,Colorado,Denver,Marvel Superhero Racer TR 2.0 Shoes,65,400,26000,8580,33%,In-store,
West Gear,ADIDAS,1128299,11/26/2021,West,Colorado,Denver,Primegreen Essentials Warm-Up Slim 3-Stripes Track Jacket,75,400,30000,10200,34%,In-store,
West Gear,ADIDAS,1128299,11/26/2021,West,Colorado,Denver,Sherpa Jacket,65,400,26000,6760,26%,In-store,
West Gear,ADIDAS,1128299,11/26/2021,West,Washington,Seattle,Sherpa Jacket,75,400,30000,14400,48%,In-store,
West Gear,ADIDAS,1128299,12/25/2021,West,Washington,Seattle,Yoga Pants,65,400,26000,13260,51%,In-store,
West Gear,ADIDAS,1128299,12/25/2021,West,Washington,Seattle,AEROREADY Designed 2 Move Feelready Sport Long Sleeve Tee,65,400,26000,10400,40%,In-store,
West Gear,ADIDAS,1128299,2/23/2021,West,Washington,Seattle,Essentials French Terry 3-Stripes Hoodie,80,400,32000,9280,29%,In-store,
West Gear,ADIDAS,1128299,2/23/2021,West,Washington,Seattle,Fluidflash Shoes,70,400,28000,10360,37%,In-store,
Foot Locker,ADIDAS,1185732,2/23/2021,Midwest,Minnesota,Minneapolis,Essentials Slim Logo Shorts,40,400,16000,6560,41%,In-store,
Kohl's,ADIDAS,1189833,3/22/2021,Midwest,Montana,Billings,Essentials 3-Stripes Crop Top,45,400,18000,9900,55%,Outlet,
Kohl's,ADIDAS,1189833,3/22/2021,Midwest,Montana,Billings,ZX 2K Boost Shoes,45,400,18000,8460,47%,Outlet,
Kohl's,ADIDAS,1189833,3/22/2021,Midwest,Montana,Billings,Lite Racer BYD 2.0 Shoes,60,400,24000,9840,41%,Outlet,
Kohl's,ADIDAS,1189833,3/22/2021,Midwest,Montana,Billings,Essentials 3-Stripes Full-Zip Hoodie,60,400,24000,7680,32%,Outlet,
Kohl's,ADIDAS,1189833,3/22/2021,Midwest,Montana,Billings,ZX 2K Boost 2.0 Shoes,45,400,18000,7380,41%,Outlet,
Kohl's,ADIDAS,1189833,3/22/2021,Midwest,Montana,Billings,Racer TR21 Shoes,55,400,22000,9900,45%,Outlet,
Kohl's,ADIDAS,1189833,4/23/2021,Midwest,Montana,Billings,Aeromotion Pants,45,400,18000,6480,36%,Outlet,
Kohl's,ADIDAS,1189833,4/23/2021,Midwest,Montana,Billings,ZX 2K Boost 2.0 Shoes,60,400,24000,9120,38%,Outlet,
Kohl's,ADIDAS,1189833,4/23/2021,Midwest,Montana,Billings,Crew Sweatshirt,55,400,22000,9020,41%,Outlet,
Sports Direct,ADIDAS,1197831,4/23/2021,South,Tennessee,Knoxville,Allover Print Camo Shorts and Tee Set,35,400,14000,5740,41%,Outlet,
Sports Direct,ADIDAS,1197831,4/23/2021,South,Tennessee,Knoxville,Marimekko Believe This Primegreen AEROREADY Training Bra,25,400,10000,3900,39%,Outlet,
Sports Direct,ADIDAS,1197831,4/23/2021,South,Tennessee,Knoxville,Brand Love Repeat Logo High-Waist Woven Pants,55,400,22000,9240,42%,Outlet,
Sports Direct,ADIDAS,1197831,5/24/2021,South,Tennessee,Knoxville,adidas x Zoe Saldana Feelbrilliant AEROREADY 3/4 Printed Sport Tights,50,400,20000,7200,36%,Outlet,
Foot Locker,ADIDAS,1185732,5/24/2021,Midwest,Nebraska,Omaha,Brand Love Repeat Logo High-Waist Woven Pants,40,400,16000,5920,37%,Outlet,
Foot Locker,ADIDAS,1185732,5/24/2021,Midwest,Nebraska,Omaha,ZX 2K Boost 2.0 Shoes,40,400,16000,6560,41%,Outlet,
Sports Direct,ADIDAS,1197831,5/24/2021,South,Alabama,Birmingham,3-Stripes Low Cut Socks 3 Pairs,35,400,14000,5180,37%,Outlet,
Sports Direct,ADIDAS,1197831,5/24/2021,South,Alabama,Birmingham,Future Icons 3-Stripes Tapered-Leg Pants,50,400,20000,8400,42%,Outlet,
Amazon,ADIDAS,1185732,5/24/2021,Northeast,Maine,Portland,HEAT.RDY Warrior Tee,60,400,24000,10080,42%,Outlet,
Amazon,ADIDAS,1185732,6/23/2021,West,Alaska,Anchorage,ZX 2K Boost 2.0 Shoes,70,400,28000,10080,36%,Outlet,
Amazon,ADIDAS,1185732,6/23/2021,West,Alaska,Anchorage,ZX 2K Boost Pure Shoes,60,400,24000,9600,40%,Outlet,
Amazon,ADIDAS,1185732,6/23/2021,West,Alaska,Anchorage,Racer TR21 Shoes,70,400,28000,11480,41%,Outlet,
Amazon,ADIDAS,1185732,6/23/2021,West,Alaska,Anchorage,EQ21 Run Shoes,65,400,26000,9620,37%,Outlet,
Walmart,ADIDAS,1128299,6/23/2021,West,Hawaii,Honolulu,Racer TR21 Shoes,65,400,26000,9880,38%,Outlet,
Sports Direct,ADIDAS,1128299,6/23/2021,Southeast,Florida,Orlando,Delpala x FMF Shoes,50,400,20000,8600,43%,Outlet,
Sports Direct,ADIDAS,1128299,7/22/2021,Southeast,Florida,Orlando,ZX 1K Boost Shoes,60,400,24000,8400,35%,Outlet,
Walmart,ADIDAS,1128299,7/22/2021,Southeast,Florida,Orlando,ZX 1K Boost Shoes,70,400,28000,10360,37%,Outlet,
Walmart,ADIDAS,1128299,7/22/2021,Southeast,Florida,Orlando,Puremotion Shoes,50,400,20000,8200,41%,In-store,
Walmart,ADIDAS,1128299,7/22/2021,Southeast,Florida,Orlando,ZX 2K Boost 2.0 Shoes,60,400,24000,8880,37%,In-store,
Walmart,ADIDAS,1128299,7/22/2021,Southeast,Florida,Orlando,ZX 2K Boost 2.0 Shoes,70,400,28000,11480,41%,In-store,
Kohl's,ADIDAS,1185732,7/22/2021,West,Wyoming,Cheyenne,ZX 1K Boost Shoes,35,400,14000,6440,46%,In-store,
Foot Locker,ADIDAS,1128299,8/23/2021,West,Wyoming,Cheyenne,ZX 1K Boost Shoes,40,400,16000,5920,37%,In-store,
Foot Locker,ADIDAS,1128299,8/23/2021,Southeast,Virginia,Richmond,ZX 1K Boost Shoes,90,400,36000,13320,37%,In-store,
Sports Direct,ADIDAS,1185732,8/23/2021,Southeast,Virginia,Richmond,ZX 1K Boost Shoes,30,400,12000,4560,38%,In-store,
Sports Direct,ADIDAS,1185732,8/23/2021,Midwest,Michigan,Detroit,ZX 1K Boost Shoes,50,400,20000,7600,38%,In-store,
Sports Direct,ADIDAS,1185732,8/23/2021,Midwest,Michigan,Detroit,ZX 1K Boost Shoes,40,400,16000,6720,42%,In-store,
Sports Direct,ADIDAS,1185732,8/23/2021,Midwest,Michigan,Detroit,Grand Court Shoes,50,400,20000,8600,43%,In-store,
Foot Locker,ADIDAS,1185732,9/24/2021,Midwest,Missouri,St. Louis,Marathon 20 Shorts,30,400,12000,3960,33%,In-store,
Foot Locker,ADIDAS,1185732,9/24/2021,Midwest,Missouri,St. Louis,ZX 1K Boost Shoes,35,400,14000,5600,40%,In-store,
Foot Locker,ADIDAS,1185732,9/24/2021,Midwest,Missouri,St. Louis,Multix Shoes,30,400,12000,5040,42%,In-store,
Foot Locker,ADIDAS,1185732,9/24/2021,Midwest,Missouri,St. Louis,X9000L3 Shoes,50,400,20000,7400,37%,In-store,
West Gear,ADIDAS,1185732,9/24/2021,Midwest,Missouri,St. Louis,Marathon 20 Shorts,35,400,14000,5460,39%,In-store,
West Gear,ADIDAS,1185732,9/24/2021,West,Utah,Salt Lake City,Multix Shoes,30,400,12000,5400,45%,In-store,
West Gear,ADIDAS,1185732,10/23/2021,West,Utah,Salt Lake City,LOUNGEWEAR Adicolor Essentials Tee,25,400,10000,3400,34%,In-store,
West Gear,ADIDAS,1185732,10/23/2021,West,Utah,Salt Lake City,Ultralight Allover Graphic Crew Performance Socks,45,400,18000,7560,42%,In-store,
West Gear,ADIDAS,1185732,10/23/2021,West,Utah,Salt Lake City,Ultimate365 Core 8.5-Inch Shorts,25,400,10000,3900,39%,In-store,
West Gear,ADIDAS,1185732,10/23/2021,West,Utah,Salt Lake City,Adicolor Classics 3-Stripes Crew Sweatshirt,35,400,14000,5600,40%,In-store,
West Gear,ADIDAS,1185732,10/23/2021,West,Utah,Salt Lake City,AEROREADY Designed 2 Move Sport Stretch Tee,25,400,10000,4000,40%,In-store,
West Gear,ADIDAS,1185732,10/23/2021,West,Utah,Salt Lake City,4ATHLTS ID Duffel Bag Small,35,400,14000,6580,47%,In-store,
West Gear,ADIDAS,1185732,11/23/2021,West,Utah,Salt Lake City,LOUNGEWEAR Essentials Logo Fleece Hoodie,30,400,12000,4320,36%,In-store,
West Gear,ADIDAS,1185732,11/23/2021,West,Utah,Salt Lake City,Running Ultralight Crew Performance Socks,40,400,16000,6400,40%,In-store,
West Gear,ADIDAS,1128299,11/23/2021,West,Utah,Salt Lake City,Running Ultralight Crew Performance Socks,40,400,16000,6080,38%,In-store,
West Gear,ADIDAS,1128299,11/23/2021,West,Oregon,Portland,Finale 21 20th Anniversary UCL Mini Ball,90,400,36000,15120,42%,In-store,
West Gear,ADIDAS,1128299,11/23/2021,West,Oregon,Portland,HER Studio London Track Jacket,35,400,14000,5180,37%,In-store,
West Gear,ADIDAS,1128299,11/23/2021,West,Oregon,Portland,Warp knit Cargo Pants,45,400,18000,8460,47%,In-store,
West Gear,ADIDAS,1128299,12/22/2021,West,Oregon,Portland,Essentials 3-Stripes Cropped Hoodie,45,400,18000,5760,32%,In-store,
West Gear,ADIDAS,1128299,12/22/2021,West,Oregon,Portland,Marathon Running Jacket (Plus Size),45,400,18000,7560,42%,In-store,
West Gear,ADIDAS,1128299,2/23/2021,West,Oregon,Portland,SAMBAROSE Shoes,45,400,18000,6660,37%,In-store,
West Gear,ADIDAS,1128299,2/23/2021,South,Louisiana,New Orleans,SAMBAROSE Shoes,60,400,24000,9360,39%,In-store,
West Gear,ADIDAS,1128299,2/23/2021,South,Louisiana,New Orleans,AEROREADY Designed 2 Move Sport Tee,50,400,20000,7800,39%,In-store,
West Gear,ADIDAS,1128299,3/22/2021,South,Louisiana,New Orleans,Designed 2 Move 7/8 Sport Tights (Maternity),50,400,20000,8800,44%,In-store,
West Gear,ADIDAS,1128299,3/22/2021,South,Louisiana,New Orleans,Adilette Comfort Slides,35,400,14000,4620,33%,Online,
West Gear,ADIDAS,1128299,3/22/2021,South,Louisiana,New Orleans,Adilette Comfort Slides,45,400,18000,7200,40%,Online,
West Gear,ADIDAS,1128299,3/22/2021,South,Louisiana,New Orleans,Essentials M̩lange Embroidered Small Logo Hoodie,55,400,22000,9020,41%,Online,
West Gear,ADIDAS,1197831,3/22/2021,West,Idaho,Boise,Adilette Comfort Slides,35,400,14000,5600,40%,Online,
West Gear,ADIDAS,1197831,3/22/2021,West,Idaho,Boise,adidas Sportswear Future Icons Logo Graphic Pants,50,400,20000,7800,39%,Online,
Sports Direct,ADIDAS,1197831,4/23/2021,West,Idaho,Boise,LOUNGEWEAR Essentials Logo Tee,60,400,24000,10080,42%,Online,
Sports Direct,ADIDAS,1197831,4/23/2021,West,Idaho,Boise,Classic 3-Stripes Swim Shorts,55,400,22000,7700,35%,Online,
Foot Locker,ADIDAS,1128299,4/23/2021,West,Arizona,Phoenix,Designed 2 Move 7/8 Sport Tights (Maternity),55,400,22000,11440,52%,Online,
Foot Locker,ADIDAS,1128299,4/23/2021,West,Arizona,Phoenix,adidas Sportswear Future Icons 3-Stripes Tee,55,400,22000,10340,47%,Online,
Foot Locker,ADIDAS,1128299,4/23/2021,West,Arizona,Phoenix,LOUNGEWEAR Tights,65,400,26000,8320,32%,Online,
Kohl's,ADIDAS,1128299,4/23/2021,West,New Mexico,Albuquerque,adidas Sportswear W.N.D. Windbreaker,45,400,18000,7560,42%,Online,
